body;question;categorie
Le vote est un droit donc on est libre ou non de l'exercer. La question est : Doit-il devenir un devoir  ? Tu parles de prise de responsabilité cela induit que si on ne vote pas, on ne peut pas se plaindre ou contester la politique en place, par extension on est déchu de ses droits de citoyen (et pourquoi pas de ses devoirs). Même si le concept de passer le vote du statut de droit à celui de devoir m'attriste, on peut espérer que cela conduirait chacun à mener une réflexion sur l'avenir du pays et à une prise de hauteur... Mais on peut également imaginer, une augmentation du vote de contestation motivé par des sentiments donc non constructif. De plus, on se priverait d'un indicateur de l'état de notre démocratie. A tester à une échelle locale avec une prise en compte du vote blanc motivé (sélectionner le motif de son non choix ) qui pourrait conduire où non à des actions. Je pense avant tout qu'il faut s'attacher sur les raisons de l’abstention afin d'agir en amont.;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
"Ouai mais ça enlève de sa superbe. 
En plus s'il existe un vote obligatoire et qu'il y a qu'un seul choix cela devient une tyrannie déguisée...(Après on peut voir le mal partout)";Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
"d’accord avec vous mais parfois je me demande si les français ne confondent pas avec l'arrivée du tiercé, 

non si le vote blanc est comptabilisé comme exprimé...";Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
Oui à 100% Si et seulement si il y a prise en compte du VOTE BLANC.;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
non surtout pas de vote obligatoire  si on validait le comptage du vote blanc  je pense que sa serait déjà pas mal ;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
Non, car le vote implique une conscience politique... De plus une personne forcée de voter, choisira de nul ou blanc;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
Tout citoyen bénéficie de droits aussi il est normal qu'il ai un certain nombre de devoirs à accomplir parmi lesquels celui de vote pourrait être pertinent. À condition de redonner l'envie de participer aux non votants, de s'impliquer (à commencer par les décisions prises dans sa propre commune) afin de pouvoir agir à notre niveau et de ne pas nous sentir impuissants et exclus de la vie politique.;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
Le droit de vote fait partie des devoirs du citoyen, celui qui ne vote pas n'a rien à dire sur les choix qui sont faits. Il y a trop d'abstention;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
Oui si et seulement si le vote blanc est reconnu et qu en cas de non majorité absolue l élection soit annulée et reproposée avec d autres programmes et ou d autres candidats;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
"oui il faut rendre le vote obligatoire, il n'est pas normal qu'une élection puise aboutir avec une abstention de presque 50%
pourquoi pas une amende";Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
"Il ne faut pas rendre le vote obligatoire. Voter uniquement pour ne pas avoir d'amende c'est montrer que l'on n'est pas intéressé par le vote, c'est que l'on n'est pas citoyen. On risque ainsi de comptabiliser du ""n'importe quoi"", des avis non réfléchis et non informés.";Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
Oui je suis pour le vote obligatoire car voter est un devoir pour tout citoyen bénéficiant des droits que la société lui accorde. Plutôt qu'une amende, j'assujettirais le versement des aides sociales, l'accès aux niches fiscales, les assedics, etc... à l'acte de vote. On a le droit de ne pas être d'accord et de le montrer, d'avoir l'esprit critique, de défendre bec et ongles sa chapelle, mais on oublie trop facilement ce qu'est la reconnaissance du ventre. Personnellement, je ne connais personne qui n'a pas profité de notre système si souvent décrié au moins une fois dans sa vie, d'une façon ou d'une autre.;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
Non cette obligation ne favorisera pas une réelle information des votants et peut multiplier les votes sans esprit critique et information avant decision;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
Oui comme en Belgique;Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
"Non, le taux de participation est un bon baromètre sur ce que pense les Français de l’élection.
Cela montre l'importance que représente l'enjeux de telle ou telle élection aux yeux des Français.";Faut-il rendre le vote obligatoire ?;Démocratie et citoyenneté
"1) Il faut supprimer le principe de la ""prime majoritaire""

2) il faut calculer l'attribution des sièges en prenant en compte le rapport entre le pourcentage de voix obtenus pour un élu au second tour et le total de suffrages exprimés votes blancs compris.

3) il faut établir un seuil minimal de suffrage à atteindre pour que le siège soit effectivement attribué (30% des suffrages me paraît une bonne base), si aucun des candidats  au second tour n'atteint ce seuil, le siège n'est pas attribué.

4) on obtient ainsi un nombre de sièges répartis directement entre les différents partis, les sièges restants devront ensuite être répartis à la proportionnelle intégrale sur la base de la moyenne pondéré des suffrages recueillis par chaque parti.

On évite ainsi ce qui se passe aujourd'hui, à savoir une assemblée avec un parti unique majoritaire.";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
meme systeme qu en Allemagne qui est gouvernée par des coalitions;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
100%. Tout le m9nde doit être représenté ;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
100 % ;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
au moins 50% (minimum);Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
"non car c'est une prime aux extrêmes, chaque circonscription vote pour un représentant qui a sa personnalité pas pour un parti  et ne veut pas être représentée par une machine à voter télécommandée par les grandes formations politiques.
cela dit il faudrait peut être revoir le découpage électoral pour qu'il soit plus représentatif des Français";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
Compte tenu du contexte actuel, je suis pour une proportionnelle la plus large possible afin que chacun puisse se sentir représenté. Je pense qu'il faudrait peut-être maintenir une prime à la liste de tête et ce, afin d'éviter un blocage de nos institutions.;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
"Je suis en phase avec toi dans la limite où au moins  le partie récupère suffisamment de vote d'électeur pour au moins un siège.
Le problème s'est que les ""petits"" partie souffre de la dilution nationale car l'élection des députés se fait par circonscription et non à l'échelle nationale.

D'ailleurs est-il encore nécessaire d'avoir des députés locaux ? Etant donnée que les sujets abordés à l'assemblé sont généralement nationaux. De plus il existe suffisamment de corps législatif et exécutif  locaux  pour que les députés soient élus nationalement.";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
"Le système électoral des élections législatives de la Ve République a été conçu pour pallier a l'instabilité chronique de la IVe République. En effet sous cette dernière la proportionnelle intégrale engendrait trop souvent une situation où il était compliqué voire impossible de gouverner ce qui n'est dans l'intérêt d'aucun français.

Il est clair que l'objectif de stabilité politique a été atteint et c'est d'ailleurs dans cette même optique de stabilité que le mandat du président de la République est passé de 7 à 5 ans afin de s'aligner sur le rythme des élections législatives. 

Toutefois ce système présente un inconvénient majeur qui est celui de la représentativité. il semble en effet assez peu ""démocratique"" qu'un parti recueillant 20% des suffrages n'obtienne qu'une dizaine de députés.

Il faudrait donc concilier ces objectifs de stabilité et de représentativité et c'est la raison pour laquelle 25% de proportionnelle semble raisonnable.";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
100% de proportionnelle a l assemblée nationale et SUPPRESSION DU SÉNAT;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
100%;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
"Instituer une dose de proportionnelle d'environ 20% dans les votes législatifs, en assurant cependant l’émergence d’une majorité.
Pour les lois d'importance majeure, exiger une majorité des 2/3.
Diminuer le nombre de parlementaires, conserver le non cumul des mandats.
";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
15% de proportionnelle et révision de la carte électorale;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
"Proportionnelle intégrale à toutes les élections sauf pour la Présidentielle, les français de toutes sensibilités doivent être représentés. L'argument de la majorité nécessaire pour gouverner est un faux débat qui permets à 2 partis de monopoliser le pouvoir depuis des décennies en faisait +/- la même politique: C'est l'alternance sans alternative!!!
Une représentation multiple obligera les paris et hommes politiques à négocier sur un programme pour gouverner à tous les échelons administratifs en tenant compte des sensibilités de chacun.";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
je suis plutot contre la proportionnelle si elle conduit à rebenir à une sorte de quatrième république ou plus rien ne peut se décider .;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
"Je serais plutôt favorable à la suppression des élections législatives. Je ferais une élection présidentielle à un tour avec l'octroi de 50% des sièges de l'assemblée à celui qui a le meilleur score afin qu'il puisse gouverner. Les autres se partageraient le reste des sièges proportionnellement aux suffrages recueillis. Et ce sont les ""partis"" qui nommeraient les députés dont le nombre pourrait être réduit, nomination non renouvelable. La représentation locale revient de droit aux maires, les seuls qui sont vraiment sur le terrain au plus proche des préoccupations des français (personnellement, je n'ai jamais rencontré de député...). La remontée du terrain pourrait se faire par de grands débats pluriannuels initiés par les maires et dont les résultats donneraient obligation aux dirigeants  de modifier leur trajectoire en conséquence. Un collège de maires tirés au sort pourrait avoir pour mission de s'assurer de la bonne prise en compte du résultat des débats nationaux.";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
"D'abord je pense qu'il faut inciter les citoyens à voter (vote obligatoire ? je ne sais pas), mais il faut aussi donner de l’intérêt à l'élection.
Pour cela je propose une triangulaire à chaque élection. Au second tour il ne subsiste que 2 candidats qui ne représente souvent moins de 50% des votes du premier tour. On se trouve dans des situations où il y a des votes de barrage contre des extrêmes. Donc le jeu est faussé. Si on garde 3 candidats, le jeu des alliances tourne et dans bien des cas on aurait un élu différent.
Pour les élections des députés. Il y a des votes blancs et des abstentions.  Tous les votes blancs des 2 tours devraient être repris et répartis dans la proportionnelle du premier tour, ainsi les petits partis récupéreraient une partie des votes blancs. Cela pousserait peut-être ceux qui s'abstiennent car ils ne trouve pas le candidat de leur choisx à venir voter blanc, et donc d'alimenter la proportionnelle et la diversité.";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
30% des députés pourraient être tirés au sort parmi la population de 18 à 60 ans.;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
"Pourquoi voulez-vous limiter l'age à 60 ans?
Personnellement j’ai 64 ans, je suis plus disponible depuis que je suis à la retraite.
Je suis beaucoup plus préoccupé de ce que vont vivre mes enfants et petits enfants que de ma situation, je suis donc très à l'écoute de leurs préoccupations.
Cordialement";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
J'avais développé davantage dans une autre page et ai été paresseuse en ne le faisant pas ici. La première année permettrait de former les députés, qu'ils soient élus ou tirés au sort aux thématiques auxquelles ils auront affaire: finances publiques, organisation de l'état et des collectivités, l'importance et les responsabilités qui leur sont confiées,... Et à la fin de leur mandat, la mise en place d'une forme de tutorat selon les affinités avec les députés arrivants pourrait être mis en place. Il ne s'agissait pas de mettre au rencard les gens à la fin de leur mandat (65 ans), mais de permettre, statistiquement, qu'ils soient encore actifs et en forme après leur mandat. Certains travailleurs arrivent très usés physiquement à la retraite et pourront, ici, être sollicités. Leur parole et leur visibilité serait importante. Je suis vraiment désolée si je vous ai blessée, il n'y avait aucune intention malveillante de ma part. Cordialement. ;Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
"Bonjour,
Rassurez-vous, je ne suis pas du tout blessé et je n'ai pas l'âme à poser ma candidature à un poste de député.
Mais je connais plein de retraités qui se sentent investis dans des associations et qui seraient capable de tenir cette fonction. C'était une simple remarque.
Très cordialement";Quelle est la bonne dose de proportionnelle aux élections législatives pour une représentation plus juste de tous les projets politiques ?;Démocratie et citoyenneté
Oui tout le monde s'accorde à le dire. 300 députés et 300 sénateurs c'est bien assez.  obliger les élus à rendre leur tablier après 3 mandants pour éviter l'immobilisme et les clientélismes. ;Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
"Réduire le nombre de députés et sénateurs n'est pas suffisant, pour assurer un réel renouvellement politique, il faut limiter
le nombre de mandats effectués dans une des chambres, à 2 voir 3 mandats maximum pour un élu, sans possibilité de se représenter une fois le nombre de mandats atteint.";Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
Oui et leur rappeler qu'ils sont la voix du peuple;Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
"Faux problème
Il faut qu ils travaillent et qu ils aient un pouvoir réel
Les godillots sont une honte républicaine";Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
" oui, il faut diminuer le nombre de parlementaires et éventuellement supprimer le Sénat ! 
Mais surtout limiter le nombre de mandats (2 ou 3) pour ne pas être déconnecté des problèmes du peuple et éviter que la politique devienne un métier dont il faut absolument garder la place !!  ";Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
oui diminuer de moitié les parlementaires  et limiter à 2 mandats.   C'est surtout leurs privilèges qui ne sont plus supportable ( frais d'obsèque payé , comme si avec leur salaire il n'avait pas les moyens LOL) , leur système de retraite pour percevoir leur retraite ( 1500 e au bout de deux mandat)  et après on demande au peuple de cotiser 43 ans . ;Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
"Il faudrait réformer en profondeur pour qu' ""homme politique"" ne soit plus un métier, une profession. Il devrait être interdit de faire une carrière d'élu. La fonction d'élu devrait être limitée dans le temps, par exemple 10 ans au national, 12 ans au local. Cela garantirait une meilleure représentativité, permettrait un renouvellement, éviterait les dérives liées à l'ivresse du pouvoir, et remettrait au centre la notion de ""représentation"".";Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
"Réduction drastique du nombre de député + hauts fonctionnaires. Assemblée + Sénat pas plus de 300 élus. 
Limitation des mandats (pas plus de 2) pour éviter les professionnels de la politiques.
Réduction drastique de tous les avantages des élus, salaires diminués. 
Interdiction d'être élu en cas de casier judiciaire non vierge QQS le délit. 
Poursuite très sévères contre les élus contre lesquels nous pouvons prouver de la corruption de la part de Lobby/entreprise/nation étrangères,  ou qui utilise de l'argent public a des fins privés. ";Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
oui , il faut supprimer le senat qui en fait ne sert pas a grand chose , car la décision finale revient toujours a l'assemblée nationale. Réduire d'un tiers les députés, et les bloquer a 2 mandats . Comme cela on aura peut être un peut plus de députés représentants les français lorsque certains votes devront se faire . Et leur dire également d'arrêter de rire ou de dormir, comme j'ai pu le constater a la TV.;Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
300 députés élus a la proportionnelle intégrale pour l 'assemblée nationale et on supprime le sénat que l 'on remplace par un contre pouvoir citoyens ;Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
300 députés suffiraient,  interdiction totale du cumul des mandats,  et on remplace le sénat par un contre pouvoir citoyens;Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
Oui : moins de députés politiques, plus de citoyens, moins de sénateurs et haut fonctionnaires;Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
Oui, il le faut. 100 sénateurs aux Etats-Unis pour une population 3 fois plus élevée. En outre, cela permettra d'économiser du budget de l'état: sénateurs, assistants, frais de fonction , etc. Même si ce  n'est au final pas une grosse somme, nous avons besoin de tous les petits morceaux. La baisse des APL, c'était au final quelques centaines de millions d'euros, donc pas grand-chose non plus.  400 parlementaires de moins à 20.000 euros par mois (frais + rémunération), cela fait 400*20.000*12 cela fait 100 Millions d'euros. On peut faire beaucoup de choses avec cette somme;Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
Je suis également pour la suppression du Sénat et pour le remplacer par le CES qui aurait alors les mêmes pouvoirs que le Sénat mais dont les membres viennent de la société civile. Pour l'Assemblée, il me semble que 300 députés devraient être  suffisants. Elle serait composée de membres issus du sérail politique et élus pour une seule législature et répartis ainsi : 50 % pour le président élu en un seul tour ayant rassemblé le plus de voix, et 50% distribués proportionnellement aux autres candidats.;Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
"Il faut surtout réellement moraliser la vie politique:
- Interdire réellement le cumul des mandats et des indemnités
- Lutter contre la corruption, le clientélisme et la prise illégale d'intérêt
- Justifier de chaque euro dépensé et interdire les ""enveloppes"" pour les frais sans aucune vérification.";Faut-il, et dans quelles proportions, limiter le nombre de parlementaires ou autres catégories d’élus ?;Démocratie et citoyenneté
Revenir aux principes fondamentaux du bloc de constitutionnalité !  Les appliquer ! ;Quel rôle nos assemblées, dont le Sénat et le Conseil Économique, Social et Environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ? Faut-il les transformer et comment ?;Démocratie et citoyenneté
"Le régime français n est pas une démocratie mais une DEMOCRATURE
Le président est un monarque qui décide de tout,entouré par une équipe de conseillers et chargés de mission non élus
Il est irresponsable et ne peut etre congédié
Le premier ministre n est qu un fusible qui protège le monarque
Les chambres ne sont qu un théatre d ombres qui nous font croire que le régime est démocratique
Le CES,tel qu il existe ne sert à rien d autre qu à épaissir l écran de fumée
Les avis de la Cour des comptes sont ROYALEMENT ignorés
La myriade de comités tartempion très couteux entretien l illusion d une gouvernance participative";Quel rôle nos assemblées, dont le Sénat et le Conseil Économique, Social et Environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ? Faut-il les transformer et comment ?;Démocratie et citoyenneté
une assemblée d’elue et une assemblée de non élue issu du peuple avec un roulement. pour impliquer tout le monde et ne pas établir de hiérarchie de lobby...;Quel rôle nos assemblées, dont le Sénat et le Conseil Économique, Social et Environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ? Faut-il les transformer et comment ?;Démocratie et citoyenneté
l’assemblée nationale, élue au suffrage universel doit proposer les lois et les voter, le sénat élu par ses pairs constitue un élément de stabilité, et doit à mon avis être une sorte de contrôle de qualité, avec l'aide du conseil et la cour des comptes,  qui doit évaluer et contrôler l'efficacité des lois, quitte à les remettre en cause, la présidence de la République étant le garant des institutions ;Quel rôle nos assemblées, dont le Sénat et le Conseil Économique, Social et Environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ? Faut-il les transformer et comment ?;Démocratie et citoyenneté
IL FAUT SUPPRIMER LE SÉNAT ET LE REMPLACER PAR UNE ASSEMBLÉE CITOYENNE QUI DONNERAIS SON AVIS SUR LES LOIS VOTÉES PAR L ASSEMBLÉE NATIONALE;Quel rôle nos assemblées, dont le Sénat et le Conseil Économique, Social et Environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ? Faut-il les transformer et comment ?;Démocratie et citoyenneté
"Diminution du pouvoir décisionnel des politiques et plus de décision de la part des citoyens
Disparition des postes politiques inutiles";Quel rôle nos assemblées, dont le Sénat et le Conseil Économique, Social et Environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ? Faut-il les transformer et comment ?;Démocratie et citoyenneté
Il faut supprimer le Sénat et le remplacer par le Conseil Economique et Social dont les membres sont issus de la société civile  (syndicat, patronat, associations) comme l'avait suggéré le Général en son temps. Donc un nouveau CES mais avec les pouvoirs du Sénat.;Quel rôle nos assemblées, dont le Sénat et le Conseil Économique, Social et Environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ? Faut-il les transformer et comment ?;Démocratie et citoyenneté
"Le Sénat, Peut être par méconnaissance, mais on a quelques doutes sur son utilité. On ne le connait que par les coûts de fonctionnement qui nous paraisse astronomique et que c'est le rêve de tout élus de terminer sa carrière au Sénat. 
Pour le conseil économique et social, il représente au mieux la société, il travail, il ne coûte à priori pas cher, mais ces rapports semble peu suivi par les élus. 
Donc nous ne connaissons pas assez ces structures pour avoir un avis pertinent. Mais si réforme il doit y avoir, c'est de réfléchir à comment donner un certain pouvoir à ces deux instances.";Quel rôle nos assemblées, dont le Sénat et le Conseil Économique, Social et Environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ? Faut-il les transformer et comment ?;Démocratie et citoyenneté
"mettre en place le RIC et des référendums sur toutes les lois importantes proposées au parlement.
un site internet dédié aux avis des citoyens (un peu comme celui-ci)";Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
Pour un meilleur exercice de démocratie participative il faudrait obliger tous les élus, maire, président d'agglo, de département, de région, députés à des réunions publiques pour débattre et donner l'expression à tous les administrés.;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
"mettre en place le RIC, et de manière plus globale, consulter le peuple, à chaque fois que c'est nécessaire, sur les grandes questions de société, sur les évolutions démocratiques, pour ne plus avoir le sentiment que les citoyens ne sont consultés qu'aux élections... 
Sur un quinquennat, consultation obligatoire au moins 2 fois par exemple. Un 1er référendum au bout de 2 ans max ""bilan à mi-mandat"" et ""perspectives pour les 3 ans à venir"" et un référendum plus thématique : quel modèle social, quelle europe, quelle culture, quelle éducation, quelle défense, etc";Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
Développement des référendums ;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
les décisions du président doivent etre soumises à l approbation des chambres à condition que celles ci soient réellement représentatives de l électorat;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
En respectant déjà le choix exprimé par les urnes. En rendant le vote obligatoire.;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
Il faut mettre en place le RIC et recourir aux référendums pour des décisions de haute importance ou qui divise le peuple.;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
j'ajouterai la mise en place de plateforme web (comme celle-ci mais en plus securisé) afin de rester informer et de participer, et la tranparence mis en place par des chose simple comme : les retranscription live des débat - cahier des charges disponible pour tous - la visibiliter de tout les budget investissement  et contrat gouvernementaux, et le droit de les revoquer;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
"Davantage de référendum et RESPECTER le choix des citoyens et ne pas faire l'inverse (CF 2005). 
Le RIC des gilets jaunes me convient (les 4 points des GJ). 

Cordialement, ";Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
Quelques propositions sont bonnes à prendre en Suisse : https://youtu.be/7PvcLkQ9rMU?t=2202;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
"Comme abordée dans la question sur l'introduction de citoyens dans la décision publique, je propose la mise à place d'une Consultation Citoyenne (voir ma proposition libre : ""Les Français sont contre ...""). Je vais donc plus largement abordé la participation citoyenne dans la vie et les missions de la nation.
Notre pays est riche de savoir et de savoir-faire issus pour tout ou partie des moyens mis à disposition par les pouvoirs publiques. Je propose donc que chaque institutions et associations d'intérêt publique puissent faire appel à la contribution volontaire de citoyens durant toutes les phases d'un projet en lien avec les valeurs de la Nation ou reconnu d'utilité publique et où un budget suffisant ne peut-être constitué pour le réaliser. 
Cette participation sera réalisée à titre gracieux sans engagement de durée ou de moyen par le volontaire.
Ceci aura pour conséquence de permettre d'introduire le citoyen dans l'action publique et non plus comme simple source financière.";Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
"Bonjour, les débats à l'Assemblée Nationale et au Sénat sont retransmis en live sur LCP et il est même possible de vous rendre dans les tribunes de l'Assemblée Nationale lors des débats si vous faites la demande au député de votre circonscription. 

Concernant la transparence sur l'utilisation de l'argent public, il est possible de consulter les lois de finances année par année et de trouver des informations supplémentaires sur des sites tels que l'INSEE, 

Bien à vous";Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
le recours au référendum.    ils l 'ont tous promis mais très peut l ont fait sur les sujets cruciaux;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
"Une proportion de citoyens tiré au sort dans l'assemblée nationnale
Plus de référendums réguliers
Arret du cumul des mandats 
Diminution des salaires et des avantages (raisonnablement) des politiciens pour ne plus avoir de ""carriere politique""";Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
Des RIC à l'image de ce qui se fait en Suisse... Et des référendums systématique pour les révisions constitutionnelles.;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
Pour moi, les référendums ne sont pas une solution. Répondre par oui ou non à une question qui est d'évidence complexe est insuffisant. De plus, nous savons d'expérience que les réponses s'apparentent souvent à un vote sanction, ou tout au moins, qu'elles reflètent souvent sans discernement les idées de notre propre chapelle. Par contre, instaurer 2 ou 3 fois l'année, un débat sur une question particulière, tout comme nous le faisons en ce moment,  me semble bien plus productif. Faut-il encore assurer le traitement des réponses par une cellule composée par exemple de citoyens tirés au sort ainsi que de personnalités publiques n'appartenant pas à un appareil politique. Cette cellule pourrait être renouvelée à chaque débat.;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
Pas de référendum, l’usage en France montre que cela sert à évaluer l’executif Et non à répondre à la question. Se plaindre du manque de démocratie avec des solutions Yaqafocon.. c’est exigeant la démocratie. Tous ceux qui occupent des mandats , des délégués de classe aux représentants du personnel en passant par nos maires , députés et tuttis qu’anti savent combien les électeurs sont ingrats. Ces mêmes électeurs ont ils une connaissance des dossiers? ( budget, incidences diverses, réglementation des appels d’offe, etc etc..) c’edt Du temps la démocratie, du dévouement la démocratie.. du sens de l’interet Général la démocratie. Je précise que je ne suis élue nulle part . Je pense que nous avons les élus ( des maires aux syndicalistes, des députés au président) que nous méritons. Déjà faire connaître les institutions, développer la capacité à accepter de se mouiller pour les autres , ce serait un gros programme. ;Quelles évolutions souhaitez-vous pour rendre la participation citoyenne plus active, la démocratie plus participative ?;Démocratie et citoyenneté
