body;question;categorie
Je vais çetre iconoclaste : il faut supprimer la TVA qui revient a taxer à 20 pour cent  le particulier sur son chiffre d affaire  alors que les entreprises ne sont taxées que sur leur bénéfices  pour cela il faut tripler les autres impots ... Ou réduire les dépenses comme par exemple le CICE (devenu baisse des charges) qui redonne aux entreprises 80 % des impots qu elles ont payé . Par exemple en 2018 cout du CICE 21.6 milliards, impots des sociétés 25.4 milliards... Un impot sur la consomation n est jamais juste ! il vaut mieux .largir l assiette des impots directs que de continuer à taxer la consomation des moins favorisés.; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Exactement
Rien à rajouter"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Présumer qu'il faut baisser les impôts laisse entendre qu'il faut baisser la dépense publique. Cette question prise isolément est pour moi assez dépourvue de sens. Chacun risque de trouver qu'il faut baisser ses propres impôts mais trouvera que les services publics sont insuffisants. Nous sommes un pays où les écarts de salaires sont certes trop importants mais bien réduits après distribution des aides publiques. 
Par ailleurs, je suis d'accord avec la politique du gouvernement concernant l'ISF"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
Personnellement je serai favorable à l'impôt négatif, formule qui revient à faire en sorte qu'en dessous d'un certain revenu, non seulement on ne paye plus mais on reçoit de l'argent. Bien sur une telle formule implique une refonte quasi totale des aides sociales remplacées par le dit impôt. Peut être un peu trop complexe a faire accepter dans le contexte actuel...; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Permettez moi d'ajouter car je viens d'acquérir un logement (en fait j'ai revendu mon précédent logement pour en acheter un autre plus adapté) et je découvre qu'a chaque changement nous payons une TVA de 20%. Si l'on prend le modèle d'un français type qui achète un premier logement en couple, le revend pour une famille qui s'grandit et au final le revend parce que retraité il a besoin d'un logement adapté, il a payé trois fois 20%. A supposer qu'il ait du changer de région, ou divorcé ou que sais-je, il arrive en fin de vie à avoir payé cinq fois 20% de TVA soit un logement entier offert à l'Etat, alors que le logement figure parmi les besoins essentiels de tout un chacun.
A mettre en parallèle avec les  cadeaux fiscaux offerts à ceux qui achètent un  logement pour le louer en faire supporter le cout par des locataires qui n'ont pas la capacité à acheter."; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Pour le pouvoir d'achat populaire et la justice fiscale en supprimant certaines aberrations :
- TVA à 2,1 % sur les produits alimentaires, les repas à la cantine, eau du robinet, produits hygiéniques féminins,
- CSG et CRDS totalement déductibles : ne plus payer d'impôt sur une taxe de 2,4 % de CSG et sur 0,5 % de CRDS !
- ne plus payer de TVA sur la part TIPCE de l'énergie : carburant,...supprimer les taxes sur les taxes !
- réserver le CICE aux TPE-PME-PMI, taxer les GAFA, aligner les taux d'impôt sur les sociétés en le rendant progressif,
- application de la contribution de solidarité sur le patrimoine proposée par F. Bayrou en 2012 : (patrimoine > 1 000 000 € * 1%) * taux progressifs du barème de l'impôt sur le revenu
- abroger le PAS pour soulager les entreprises en généralisant le prélèvement mensuel sur compte bancaire en maintenant les possibilités de modulation selon les changements de situation"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"L'impôt sur le revenu devrait être payer par tous (à partir d'1 euros symbolique) et avec plus de tranche d'imposition
une baisse de la TVA sur quelques produits de bases à définir  et une hausse pour les produits de luxe et high tech (télévision, téléphone,...) qui sont des produits que l'on consomme  abusivement (et qui n'est pas écologique)

il faut aussi réfléchir au coût du travail qui nous empêche d'être compétitif, notamment pour les TPE et PME. 
Encourager les entreprises innovantes (celles par exemple qui développent les énergies renouvelables)  par des baisses de charges"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Je paie des impots depuis que j'ai l'age de 18 ans. J'en ai 41 ans maintenant. Bien entendu mes impots sont de plus en plus important. Cela sous entend que ma vie s'est améliorée et également mes conditions. Cependant aujourd'hui je ne m'y retrouve plus. 
Pour moi tout le monde doit payer des impots aucune exception les services publics sont à tout le monde et tout le monde doit y contribuer comme dans tous les pays (j'ai eu la chance de vivre dans différents pays européens, dans les domtoms et en chine)
Tva super réduite sur les produits et service de nécessité : Qu'a t on besoin aujourdhui pour vivre à minima dans notre société => Forfait mobile (limité à 10€) -  Alimentaire mais uniquement sur des produits bruts (Fruits - Légumes - Sucre  - Huile - Viandes - Poissons) - Forfait internet (classique sans partie TV ou appel) - Transport (Bus - Ter (abonnement travail) - Régie de transport locale)
"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Si l'impôt est fondé il doit être plus progressif. La réduction du nombre de tranches a fortement pénalisé les classes moyennes et moyennes supérieures et profité aux plus riches.
La taxe d'habitation est absurde est basée sur des critères obsolètes et/ou injustes.
Baisser la tva sur les produits de première nécessité semble un principe de bon sens pour les citoyens les plus précaires. Taxer davantage l'alcool, le tabac et les produits de luxe (parfum compris)
Ne plus imposer les taxes des revenus  (net imposable supérieur au net : une aberration !!)
Pourquoi ne pas nationaliser les autoroutes ? "; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
Pas vraiment désigné par le mot impôt mais poids financier et influence politique ( sens premier du terme) mettent les charges sociales relatives à la participation des salariés ou sur leur intéressement a diminué l’interet De ces mesures. Je pense que ces outils sont de bons outils pour modifier le lien des salariés à leur entreprise et permettre une meilleure rémunération de ceux ci en lien avec leur réalité économique et leur mode de management( pour l’interessement) ; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
Je veux dire : mais ( pas mettent) les charges.... ont diminue l’intérêt de ces mesures.; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
Diminution de la TVA sur les produits de première nécessité. Création tranche supplémentaires pour impôt sur le Revenu; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Il faut baisser en priorité les impôts qui pénalisent l'économie. Et surtout ne pas décourager ceux qui ont réussi qui pourrait partir à l'étranger ou tout simplement baisser la valeur ajouté qu'ils apportent à notre pays par découragement dù à une taxation trop lourde.
C'est ce que tente de faire le gouvernement, mais les mesures ne sont pas comprises à cause d'un manque de culture économique de mes concitoyens.

 
"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"OUI pour baisser les charges des TPE PME mais pas celles des grands groupes.

Etant professionnelle des RH je signale quand même que ces charges paient entre autre: votre retraite, chomage, assurance santé, CAF etc... on ne peut pas tout avoir! ne pas payer de charges et des services publiques de qualité"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
Nous avons un déficit de 80 milliard d'euros chaque année, je ne pense pas que baisser les impôts soit une priorité, c'est la baisse des dépenses qui en est une.; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
si les propriétaires de logements destinés à la location sont trop taxés, ils n'achéteront plus et la rareté des locations disponibles augmentera... Les personnes qui doivent louer parce qu'elle ne peuvent acheter doivent quand même pouvoir trouver un toit pour dormir...; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Je pense que tous les revenus devraient être imposés, même en partie : youtes les allocations failiales, rsa, et totes les aides diverses perçues : ce n'est pas pour cela que ces personnes devraient finalement acquitter un impôt sur ces revenus déclarés.
Je ne vois pas pour quelle raison un salaire devrait être imposable, alors qu'on travaille pour avoir ce salaire, alors qu'un eprestation sociale, une aide financière légale quelconque ne serait pas imposable, alors qu'elle n'est pas perçue en contrepartie d'un travil réalisé.
Je suis aussi pour la baisse du taux d'imposition sur les revenus fonciers : cela stimulerait les personnes plus aisées à acheter des logements destinés à la location : plus il y aura de logements à la location, plus les locataires qui cherchent un logement adapté à leur besoin ou à proximité, pourront trouver ce logement : plus il y aura de logements à louer sur le marché, plus les loyers diminueront, concurrence oblige, principe de l'offre et de la demande..."; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Et surtout laisser la TVA à 2% sur les médicaments qui étaient remboursés par la SS et qui ne le sont plus aujourd'hui : ils passent à 10% !!!
Stupéfiant que l'Etat se permet de ne régler que 2% de TVA sur ce qu'il doit rembourser aux pharmaciens, alors que si c'est le patient qui doit régler le pharmacien, il doit régler 10% de TVA sur les médicaments non remboursés !!!"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
je suis d'accord. Je ne suis pas contre le fait payer des impôts mais au delà d'un certain taux, je ne trouve que c'est décourager au travail. Les personnes qui gagnent de l'argent mais sans être riches, permettent peut être à d'autres d'avoir un travail (garde enfant, jardinier, femme de ménage...) ou elles investissent dans l'immobilier pour remettre à la location, ou on des parts dans des entreprises, qui à leur tour donnent du boulot. A force de taper sur le dos des classes moyennes supérieures, elles quitteront le pays. On aura rien gagné!!!; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"je suis d'accord. Pourquoi autant de communes en France, certaines minuscules. Ça engendre des coûts: une mairie (eau, électricité, ....), des fonctionnaires (parfois la mairie n'est ouverte qu'une journée /sem), entretiens des locaux, des véhicules, des élections qui coûtent en organisation, en frais de campagne, en propagande... En les regroupant, on mutualise les coûts. 
idem pour tous les différents échelons territoriaux. EX: pour le logement sont compétents: plusieurs services de l' État, les collectivités municipales, les métropoles ou agglo, les bailleurs.....
ex pour la petite enfance sont compétents: les villes, l' État, les départements, la CAF, la MSA,....

il faut faire le tri et arrêter de saucissonner les compétences des uns et des autres pour être plus efficaces, moins onéreux, plus efficients, et surtout plus responsables"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
Un seul impot devrait être baissé c'est la TVA sur les produits courants, qui pénalise plus les ménages modestes que les autres. Par ailleurs il conviendrait de rétablir l'ISF, mais en excluant l'outil de travail français, ainsi que les investissement dans les entreprises françaises, de façon à orienter l'investissement vers l'emploi. Il faudrait de la même façon limiter la Flat Tax aux plus values réalisées sur une durée supérieure à 10 ans. L'objectif serait d'éviter les LBO successifs qui pénalisent les entreprises en privilégiant le paiement des intérêts de la dette contractée pour la racheter plutôt que d'investir dans la R&D, ce qui tue les PME françaises à petit feu.; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
Bien sur qu'il faut rétablir l'ISF, mais en excluant l'outil de travail, la résidence principale et les investissements d'au moins une année dans les entreprises françaises. Et surtout augmenter les moyens de la lutte contre la fraude fiscale et supprimer le verrou de Bercy, qui permet de bloquer les poursuites par la seule volonté du ministre de l'économie et des finances. ; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
Pour baisser les impôts on pourrait valoriser les heures de bénévolats au smic et permettre un crédit d'impôt comme pour les dons en espèces. Pourquoi seuls ceux qui ont les moyens pourraient ils être considérés comme généreux par le fisc ?; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"Diminuer les taxes sur les produits de 1ère nécessité
Diminuer l'impôt sur le revenu et le rendre progressif en fonction de celui-ci : chacun doit y contribuer 
Diminuer les  charges : moins de parlementaires, de strates administratives, diminuer les salaires de ces fonctionnaires,  et les avantages, 
L'impôt, pourquoi et pour financer quoi? l'éducation, la défense, ..
"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
"L'équité fiscale passera forcément par un toilettage et une révision complète de la TVA car beaucoup trop de produits de première nécessité sont lourdement taxés. Une remise à plat est nécessaire. La taxe foncière dont les bases de calcul datent des années 70 est devenu l'impôt le plus injuste; un appartement ancien dans le vieux Lyon est moins taxé qu'un autre, des années 70, dans la banlieue lyonnaise. Et certaines niches fiscales de l'IRPP  (Dons aux parties politiques, abattements,... ) sont injustifiées. Les mêmes recettes pourra"; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
Les mêmes recettes pourraient être obtenues en répartissant mieux l'imposition, de manière plus juste et, bien entendu, en rétablissant l'ISF tant que l'on ne baisse pas la pression fiscale qui pèse sur ceux qui ne payent pas l'ISF.; Quels impôts faut-il à vos yeux baisser en priorité ?;Impôts, dépenses, action publique
-Les priemières économies à effectuer sont : la baisse significative des revenues du Président, des sénateurs, députés. Suppression des avantages liés a leur fonction (logement de fonction, chauffeur etc). Leur salaire doit être calqué sur le revenu médiant du français. Ils pourront augmenter leur salaire en fonction du salaire médiant du français.;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
J ajoute il faut supprimer les revenus des hauts fonctionnaires qui leur sont versés à la fin de leur mandant. En effet toute personne qui a travaillé bénéficie d une indemnisation de courte durée. Alors pour quelles raisons ils auraient le droit a une pension à vie ? Donc suppression de cet avantage supplémentaire.;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"Garder les mairies,les métropoles urbaines et les régions...Mais supprimer les départements

Mutualiser les services publics dans les campagnes avec des agents polyvalents qui accueillent dans un même lieu (CAF,Pôle emploi ,CPAM,impôts...) ou (Mairie,poste etc....)...ce pourrait être un premier accueil ou une aide à remplir les dossiers sur internet ...Les dossiers compliqués seraient ensuite envoyés à l'administration centrale !";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Excellente proposition !;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"Un service public peut-il être source d'économie ?
- Il y a des lourdeurs administratives et protocolaires qui ajoutent des acteurs (ou métier) non utile, non indispensable au bon déroulement, et qui ont tendance à freiner l'investissement > simplifier, uniformiser.
- Éliminer les ""gardes-fous""  du type : un conseil indépendant qui surveille (ou bloc) un conseil supérieur, qui surveille une instance légitime, qui surveille des investisseurs....
- La rémunération d'un fonctionnaire (haut ou bas), d'un représentant de l'Etat doit être justifiée, justifiable et plafonnée (le principe des grilles de salaires, doit être appliqué en toute transparence).
- Apporter une flexibilité au niveau local pour rééquilibrer les besoins d'investissement
- Prioriser l'utilisation de ressources et compétences locales (réduire le coût des déplacements, des transports, de l'import)

- Accepter de dépenser court-terme pour faire des économies sur notre ""bien-être"" (investissement écologique, santé, sociale)";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"- diminuer le nombre d'échelon : mairie communauté de communes département préfecture région et enfin ministère
- diminuer le nombre d'avantages hors fonctions : ""palais"" de l’Élysée ""palais"" bourbon cela veut bien dire ce qu'il en est, 
- pourquoi prise en charge de voiture, chauffeurs, appartements  pour travailler; simples citoyens nous devons nous débrouiller et payer.
-droits à la retraite identiques aux salariés du privé


";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Les revenus de nos dirigeants ;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"Il y a trop d'échelon et de dispersion des responsabilités administratives, trop de fonctionnaires occupés à des taches inutiles (contrôle, évaluations à répétition) dans des services qui ne communiquent pas.
Supprimer au moins un échelon celui du département serait déjà une mesure de simplification utile. 
Libérer et simplifier devrait permettre au moins de dégager du temps pour 'l'accueil"" car la numérisation se traduit en général par un casses tete pour l'usager.
S'agissant des rémunérations il me semble que tous les revenus tirés de l'argent public devraient être rendus publics et consultables. : salaires, primes, logements de fonction, voitures. Cela concernerait les élus du peuple peu enclin à la transparence mais aussi la haute fonction publique, les présidents d'agence et autres.";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"-les fais de fonctionnement de l état sont trop élévés;c est l armée mexicaine
-les gabegies sont légions
-les abus en tous genres sont scandaleux
-les exonérations de charges,crédits d impots,incitations diverses,.....doivent etre supprimés si les résultats ne sont pas au rendez vous
-il faut revoir toutes les ambitions avec lucidité et supprimer tous les programmes de prestige dont la France n a pas les moyens.Je cite pour exemple les grands travaux du Président( encore le fait du Prince)
-il faut mutualiser les grands programmes au niveau européen
-il faut ENFIN,s attaquer sérieusement au cancer du chomage de masse qui est une honte en plus d etre une catastrophe financière";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"Je confirme, et c'est une question de principe, les premières économies à effectuer sont : la baisse significative des revenus du Président, des ministres, sénateurs, députés... Suppression des avantages liés a leur fonction (logement de fonction, chauffeur etc) et des avantages, choquants, qu'ils leurs sont attribués APRES la fin de leur fonction.
Moins de fonctionnaires dans les collectivités locales et territoriales et toutes les fonctions administratives. Mais plus de policiers, d'infirmières, de professeurs.";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Il faut baisser les revenus du Président, des Parlementaires et Sénateurs qui bénéficient de nombreux avantages pour compenser (chauffeurs, repas, enveloppes ...) ainsi que les indemnités qu'il touchent en fin de mandat ....... et cela jusqu' a leur mort !!! Ils doivent retourner travailler dans le privé et gagner leur vie par leur propres moyens et pas sur les impôts des Français !   Il faut supprimer le CICE pour les grandes entreprises et contrôler l'utilisation qui en faite pas les PME !!!;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
La première économie à faire est d'arrêter de créer de la dette en votant des budgets non déficitaires. Que dirait-on à une entreprise qui prévoit systématiquement et durablement de dépenser plus qu'elle ne gagne? Et si les familles raisonnaient de même?;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"Le CICE , résultat ? quasi rien,  les  privilèges, comme payer les droits d'obsèques aux parlementaires, les logements de fonctions, leur système de retraite,  leur nombre !   trop de sénateurs. Le cumul des emplois fonction publique (  Mr Toubon  à 30000 e avec son emploi et ses retraites accumulés). les commissions et conseil ( CES) pour moi inutile, Les salaires des commissions ( Mme Jouannot ) , ces derniers gagnent quasi autant que le président et plus que les ministres. L'état peut il se permettre de continuer à payer des ""congés supplémentaires "" aux personnes originaires des DOM dit congés bonifiés tout les 3 ans  avec l'argent du contribuable?   (1 mois de congés en plus et payé avec 40% de salaire supplémentaire sans oublier les billets d'avion pour toute la famille ) . Cout annuel quasi le milliard .  Il faut plafonner les allocations familiales, au delà de 3 enfants ( renouvellement des générations) c'est le même montant qu'on est 4,5, 6 enfants . ";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Je suis bien sur d'accord, mais il faut que cet effort porte sur l'ensemble des dépenses publiques. Je suis frappé de voir que dans un pays où on défend l'austérité il y ait encore des organismes publics, des hauts fonctionnaires, des institutions qui s'offrent des avantages exhorbitants. ;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Réduire le montant versé à certaine associations  ;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Remettre à l’état des professions de santé. Nous payons chaque jour des médecins des laboratoire d’analyses médicales des pharmacies des cliniques etc.... c’est la sécurité sociale qui paye les payent.  pourquoi ces établissements et ces personnels ne seraient pas des fonctionnaires payé avec un salaire fixe à hauteur de leur compétence et niveau d’etudes ( je ne parle pas de payer un médecin au smic) laboratoire pharmacie, cliniques  et j’en passe génèrent des millions d’euros de bénéfice redistribué à des actionnaires sur le dos de tous nos cotisations sociales. C’est de l’argent public qui passe dans les poches des actionnaires par l’intermédiaire de vos remboursement sécurité sociale et mutuelle ;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
J’ajoute aussi que monsieur le président de la république défend la bonne idée d’une retraite à point. Égalité pour tout le monde. Comment justifier que un mandat parlementaire ou présidentiel permette une rente à vie avec les avantages fixés aussi importants? Ces indemnités devraient être calculés sur la durée du mandat et touchées à partir de l’âge légal de départ en retraite comme toute profession. ;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"quelques exemples "" locaux"" d ameliorations   possibles relevés dans les journaux et  représentatifs d un certain gaspillage
 a la MEL un nouveau siege qui passe de 56 millions d euros a 86 en moins de 6 mois…..
des mairies  et collectivités  qui ne demandent pas le temps officiel annuel aux fonctionnaires territoriaux '1600 h ' je pense
des pertes de recettes par exemple le naming du stade maintenant appelé Mauroy
au plan  national
des cumuls de remunerations par exemple retraite + haute autorité , sénateur maire .. etc
des doublons fonction  region département   metropole SIVOM  communes …..
des secteurs en excédent de fonctionnaires  non transférables vers des secteurs en manque
avant d  augmenter les impots   optimisons les dépenses de  fonctionnement 

";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Des médecins fonctionnaires avec des horaires en 3x8 permettrai de résoudre le problème de déserts médicaux en affectant des médecins à la façon dont on dispatche aujourd’hui les enseignant à leur obtention du concours. Cela permet aussi de désengorger les urgences à l’hopital avec la possibilité de consulter en ville jour et nuit ;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Pourquoi à certaines et pas à d'autres ? Il faut d'abord que toute subvention soit faite dans la transparence, qu'elle soit connue de tous et donc affichée en Mairie, accessible à tous les citoyens. De la même façon, l'utilisation qui va être faite par l'association concernée doit être connue, dans la mesure où il s'agit d'argent public.;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Interdire tous les partenariats public/privé  qui conduisent à déséquilibrer la prise de risques financiers à l'avantage d'un des partenaires, le plus souvent du groupe privé. Rendre obligatoire la transparence sur ce type de contrat et avoir un contrôle plus direct des citoyens sur ce type de financement.;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Dans l'administration, le numérique prend de plus en plus d'importance et les coûts ne sont pas négligeables. Rendre obligatoires l'utilisation de systèmes et de logiciels libres et ouverts par toutes les administrations à chaque fois qu'ils existent.;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Pour toutes les compagnes électorales, plafonner strictement les dépenses et leurs remboursements. Avec un plafond qui soit le même pour tous les partis, les listes ou les candidats. A plus long terme, réduire strictement le nombre de mandat pour un même candidat et rendre obligatoire la participation de toutes et tous aux institutions de la République, à un niveau ou à un autre (rejoint le thème démocratie et citoyenneté).;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Cest pas la peine de perdre son temps en bla bla bla pour les économies, la haut ,ils en feront jamais ,par contre vous si vous voulez encore avoir un peu d'argent le 15 du mois , vous avez intérêt a en faire. Cest du bon sens!!!;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
SUPPRIMER LE SÉNAT,  LES RETRAITES MIROBOLANTES QUE SE PALPENT LES ANCIENS MINISTRES ET DÉPUTES A VIE:  DES QU ILS ON OCCUPES UNE FONCTION DE MINISTRE OU DE DÉPUTES 6 MOIS , ILS ONT UNE PENSION A VIE OU ON LES RECASE DANS DES COMMISSION OU DANS UN PLACARD DORES AVEC L ARGENT DU CONTRIBUABLE;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
effectivement ceci apparait comme un poste d'economies prioritaire;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
Baisse des salaires et avantages natures de tout les hauts fonctionnaires et politiciens de l'état. Etre politicien ne doit pas etre une carriere mais un don de soi pour la nation;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"- Pas d'enveloppe pour les frais des députés. Frais à justifier comme tout salarié dans une certaine limite. Restaurant tous les jours.. Pas d'avantages pour les députés, sénateurs et ancien Présidents tels que voiture, chauffeur, retraite dorée...
S'impliquer en devenant représentant de la nation devrait l'être pour des bonnes raisons et pas pour bénéficier de tous ces avantages. Cela ne doit pas être une carrière.

- Supprimer les subventions données aux syndicats divers et variés. Ceux-ci doivent faire cotiser leurs adhérents  pour leurs services. Trop d'abus dans ces secteurs.

- Remettre en place les jours de carences dans la fonction public, comme dans le privé. Cela ferait faire quelques économies notables et serait plus juste.

- Supprimer les allocations familiales aux familles les plus riches (+5000€/mois/foyer)";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"Supprimer toutes les dépenses somptuaires des institutions : le restaurant, le coiffeur du Sénat, les diners à grands frais à l’Élysée, au Parlement, dans les ministères. 
Supprimer les remboursements de frais des parlementaires, qu'ils paient leurs frais professionnels comme tout un chacun (ni plus, ni moins)
Supprimer les logements gratuits des personnels  ET DES ÉLUS et MINISTRES de l’État qui n'ont pas d'obligation d'astreinte sur place.
Réduire les salaires de hauts fonctionnaires et des élus à un maximum de 10000€ bruts par mois
attribuer les allocations familiales en tenant compte des enfants ET des revenus.
Reprendre les services publics privatisés comme les autoroutes dont les ressources vont aux privés mais dont les contribuables  payent une partie des dépenses.
Aligner les retraites des anciens parlementaires sur celles des fonctionnaires et leur supprimer les avantages supérieurs.
Ne verser le CICE qu'aux entreprises dont le chiffre d'affaires est inférieur à 1M€ par an.";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"* Suppression du CICE  pour les entreprises qui font des bénéfices et qui licencient:
 Pour 2017, les allégements de cotisations patronales et le CICE représentaient 51,9 milliards d'euros.
 Et le chômage est toujours aussi massif, avec des emplois précaires.
";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"Comment les élus/politiques peuvent-ils imposer leurs choix/décisions qui impactent directement le porte-monnaie des citoyens s'ils vivent démesurément au dessus des moyens de ces mêmes citoyens ?
La plupart des élus est actuellement déconnecté des réalités économiques auxquelles nous sommes confrontés chaque jour. Une baisse de leurs revenus diminuerait le sentiment de mépris que nous pouvons ressentir à juste titre.";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
On parle beaucoup de la réfection du salon de l'Elysée mais on oublie de dire que 500 000 euros c'est grosso modo le prix d'un rond point. Combien d'aménagement inutiles et couteux dont on aurait pu faire l'économie.;Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"Tout à fait d'accord. La dette française coute chaque année plus de 50 milliards d'euros à l'état, une somme qui permettrait des régler bien des problèmes. Je suis surpris et choqué que les gilets jaunes qui réclament des faire ""payer les riches"", envisagent d'accroitre une dette qui enrichit les détenteurs de capitaux. Rappelons qu'en Grèce les créanciers ont obtenu une réduction de 40% du montant des retraites. Les manifestations à Athènes, souvent avec violence, et l'élection d'un gouvernement extrémiste n'a rien changé. Les marchés n'ont rien à faire des voitures qui brulent et des tags sur les vitrines des banques.";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"il est anormal et incompréhensible que nos anciens présidents bénéficient d'avantages considérables, idem pour les hauts fonctionnaires. Ou est l' Egalité. Il faudrait revoir le salaire de nos gouvernants, des employés de l'assemblée nationale, du sénat.Toute prime, toute rémunération doit être imposable comme pour n'importe quel citoyen
Arrêt des régimes spéciaux, un régime de retraite unique pour tous";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"Depuis toujours les gouvernements nous incitent a faire des économies. Chercher l'erreur
Le 1er novembre 2018 augmentation des crédits accordé mensuellement aux sénateurs pour la rémunération de leurs collaborateurs
Soit 763,29€ X 348 =265 837,20€ X 12= 3 190 046,40 par an
Je pense qu'il y a d'autres priorités que celle la
";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
"En décembre 2017, le gouvernement fait adopter par les députés l'augmentation de 40% des maires de grande ville
(100 000 ha )des présidents de département, de région, de communautés des communes. Soit disant pour le non cumul des mandats 
En 2018 la hausse de 20,5%des cabinets ministériels
La politique un bizness en or. Et pour le peuple ? il ne faut pas s'étonner de la détérioration de la confiance dans les institutions et dans nos hommes politiques";Quelles sont les économies qui vous semblent prioritaires à faire ?;Impôts, dépenses, action publique
